precinct_id,registered_voters,contest_name,total_votes_cast,Kamala D. Harris - Election Day,Kamala D. Harris - Absentee,Kamala D. Harris - Provisional,Donald J. Trump - Election Day,Donald J. Trump - Absentee,Donald J. Trump - Provisional,Jill Stein - Election Day,Jill Stein - Absentee,Jill Stein - Provisional,Chase Oliver - Election Day,Chase Oliver - Absentee,Chase Oliver - Provisional,Write-in - Election Day,Write-in - Absentee,Write-in - Provisional
Reserve Ward 2,554,Presidential Electors,481,164,86,3,196,25,1,2,0,0,0,0,0,4,0,0
Reserve Ward 3,538,Presidential Electors,458,159,84,0,169,33,1,4,0,0,6,2,0,0,0,0
Reserve Ward 4,824,Presidential Electors,685,174,145,2,283,71,0,4,1,0,2,0,0,2,0,0
Richland Dist 1,1256,Presidential Electors,1071,274,205,10,429,131,5,1,2,0,3,4,0,1,2,0
Richland Dist 2,1250,Presidential Electors,1038,241,212,5,455,104,3,6,0,0,4,2,0,3,1,0
Richland Dist 3,1190,Presidential Electors,1008,270,193,4,394,128,8,1,0,0,2,0,0,1,1,0
Richland Dist 4,1155,Presidential Electors,991,251,168,7,425,113,7,5,0,0,3,1,0,3,1,0
Richland Dist 5,1047,Presidential Electors,879,199,170,3,355,129,6,3,2,0,0,1,0,8,0,0
Richland Dist 6,1165,Presidential Electors,1001,227,195,6,441,119,4,1,0,0,1,0,0,5,1,0
Richland Dist 7,1206,Presidential Electors,1062,280,136,4,503,116,3,6,0,0,5,1,0,4,0,0
Richland Dist 8,1080,Presidential Electors,902,183,202,3,346,143,7,1,1,0,3,1,0,0,5,0
Robinson Dist 1,1698,Presidential Electors,1443,279,404,6,479,245,5,4,2,0,9,2,0,3,3,0
Robinson Dist 2,1289,Presidential Electors,1114,280,265,6,415,129,5,3,1,0,3,2,0,1,0,0
Robinson Dist 3,708,Presidential Electors,584,149,99,3,262,62,0,0,1,0,0,1,0,3,1,0
Robinson Dist 4,1025,Presidential Electors,861,216,203,5,314,99,7,2,2,0,7,0,0,3,0,0
Robinson Dist 5,626,Presidential Electors,540,111,122,1,234,63,2,1,0,0,2,0,0,2,0,0
Robinson Dist 6,922,Presidential Electors,729,204,156,4,263,82,4,0,1,0,2,5,0,2,2,0
Robinson Dist 7,1428,Presidential Electors,1268,284,254,5,535,166,6,2,2,0,5,3,0,5,0,0
Robinson Dist 8,1820,Presidential Electors,1324,340,295,9,528,125,6,3,2,0,4,3,0,5,0,1
Robinson Dist 9,2532,Presidential Electors,2008,441,511,13,696,314,8,5,2,0,4,3,0,2,3,0
Ross Ward 1 Dist 1,752,Presidential Electors,657,200,114,2,245,89,1,2,0,0,2,0,0,0,2,0
Ross Ward 1 Dist 2,628,Presidential Electors,530,156,157,4,160,50,1,1,0,0,0,0,0,0,1,0
Ross Ward 1 Dist 3,485,Presidential Electors,402,116,87,1,150,39,1,1,0,0,2,1,0,2,1,0
Ross Ward 1 Dist 4,870,Presidential Electors,725,280,127,5,238,64,4,2,1,0,2,1,0,0,1,0
Ross Ward 2 Dist 1,1300,Presidential Electors,1034,293,268,4,347,100,5,2,1,0,5,1,0,2,2,0
Ross Ward 2 Dist 2,927,Presidential Electors,837,255,182,0,313,79,0,3,0,0,2,0,0,0,0,0
Ross Ward 2 Dist 3,685,Presidential Electors,594,190,127,4,185,76,3,1,0,0,1,0,0,2,0,0
Ross Ward 3 Dist 1,681,Presidential Electors,586,198,127,2,197,46,2,1,1,0,2,2,0,5,2,0
Ross Ward 3 Dist 2,702,Presidential Electors,618,191,155,3,207,54,1,0,0,0,2,1,0,1,1,0
Ross Ward 3 Dist 3,596,Presidential Electors,499,145,82,1,211,49,2,4,0,0,2,0,0,1,0,0
Ross Ward 3 Dist 4,683,Presidential Electors,599,193,109,2,216,63,3,2,0,0,7,0,0,1,1,0
Ross Ward 4 Dist 1,830,Presidential Electors,705,229,140,1,264,46,2,2,1,0,6,1,0,6,2,0
Ross Ward 4 Dist 2,1089,Presidential Electors,915,319,180,6,314,79,1,2,1,0,6,2,0,4,1,0
Ross Ward 4 Dist 3,736,Presidential Electors,646,161,130,4,246,94,3,1,1,0,2,2,0,1,0,0
Ross Ward 4 Dist 4,793,Presidential Electors,674,185,158,0,242,71,5,1,1,0,3,2,0,3,0,0
Ross Ward 5 Dist 1,624,Presidential Electors,534,164,105,2,203,48,1,2,0,0,3,0,0,5,0,0
Ross Ward 5 Dist 2,435,Presidential Electors,373,112,75,3,150,24,0,2,1,0,3,2,0,1,0,0
Ross Ward 5 Dist 3,797,Presidential Electors,648,140,181,6,213,89,2,1,2,1,3,3,0,4,1,0
Ross Ward 5 Dist 4,754,Presidential Electors,639,185,131,1,240,66,1,4,0,0,5,0,0,3,0,0
Ross Ward 6 Dist 1,494,Presidential Electors,415,164,79,5,133,26,3,1,0,0,1,1,0,0,0,0
Ross Ward 6 Dist 2,1008,Presidential Electors,803,273,197,3,238,65,6,4,2,0,4,2,0,3,4,0
Ross Ward 6 Dist 3,693,Presidential Electors,564,224,102,1,182,44,1,2,0,0,4,0,0,2,1,0
Ross Ward 6 Dist 4,601,Presidential Electors,485,172,78,0,193,33,3,3,0,0,1,0,0,0,0,1
Ross Ward 7 Dist 1,599,Presidential Electors,520,137,114,2,206,50,1,3,1,0,2,1,0,1,1,0
Ross Ward 7 Dist 2,640,Presidential Electors,456,162,95,6,153,30,5,0,0,0,1,0,0,2,2,0
Ross Ward 7 Dist 3,750,Presidential Electors,636,183,139,5,233,62,3,3,2,0,0,0,0,2,0,0
Ross Ward 7 Dist 4,613,Presidential Electors,502,158,95,4,200,33,3,1,1,0,1,1,0,5,0,0
Ross Ward 8 Dist 1,1701,Presidential Electors,1351,370,348,16,411,182,6,5,2,0,3,1,0,2,2,0
Ross Ward 8 Dist 2,508,Presidential Electors,395,134,93,4,128,28,4,0,0,0,3,0,0,1,0,0
Ross Ward 8 Dist 3,600,Presidential Electors,522,149,117,5,187,46,4,5,1,0,1,0,1,2,2,0
Ross Ward 9 Dist 1,803,Presidential Electors,715,211,145,1,280,71,1,0,1,0,2,1,0,1,0,0
Ross Ward 9 Dist 2,975,Presidential Electors,825,247,185,4,280,89,5,2,1,0,6,1,1,2,1,0
Ross Ward 9 Dist 3,791,Presidential Electors,668,184,126,4,252,81,4,0,1,0,3,2,0,5,1,0
Rosslyn Farms,415,Presidential Electors,362,136,52,2,126,36,1,0,0,0,3,1,0,4,0,1
Scott Ward 1 Dist 1,587,Presidential Electors,420,143,66,5,177,19,3,0,0,0,4,0,0,0,1,0
Scott Ward 1 Dist 2,671,Presidential Electors,489,168,61,5,212,29,1,4,1,1,3,0,0,3,0,0
Scott Ward 2 Dist 1,447,Presidential Electors,347,112,98,3,98,31,2,0,0,1,1,1,0,0,0,0
Scott Ward 2 Dist 2,654,Presidential Electors,569,186,84,6,250,34,1,1,1,0,1,1,0,1,0,0
Scott Ward 3 Dist 1,543,Presidential Electors,476,141,99,1,187,41,2,0,0,0,3,0,0,1,1,0
Scott Ward 3 Dist 2,697,Presidential Electors,591,148,144,6,228,53,3,1,2,0,4,0,0,2,0,0
Scott Ward 4 Dist 1,753,Presidential Electors,650,234,145,3,202,49,1,2,1,0,2,3,0,5,1,1
Scott Ward 4 Dist 2,605,Presidential Electors,521,167,124,0,177,39,0,2,0,0,1,2,0,1,2,0
Scott Ward 5 Dist 1,611,Presidential Electors,515,169,83,5,214,36,3,1,0,0,1,0,0,1,0,0
Scott Ward 5 Dist 2,719,Presidential Electors,590,182,138,5,176,75,2,2,0,0,1,1,0,2,1,0
Scott Ward 6 Dist 1,645,Presidential Electors,509,185,97,4,162,45,7,5,0,0,1,2,0,1,0,0
Scott Ward 6 Dist 2,836,Presidential Electors,704,221,176,11,239,48,3,3,1,0,0,0,0,2,0,0
Scott Ward 7 Dist 1,914,Presidential Electors,741,219,234,4,192,73,2,2,5,0,2,2,0,2,1,0
Scott Ward 7 Dist 2,660,Presidential Electors,566,172,140,1,192,50,0,4,1,0,3,0,0,2,0,0
Scott Ward 8 Dist 1,525,Presidential Electors,467,135,100,2,173,44,2,1,3,0,3,0,0,2,0,0
Scott Ward 8 Dist 2,1057,Presidential Electors,892,204,273,5,240,150,4,0,1,0,1,3,1,2,1,0
Scott Ward 9 Dist 1,347,Presidential Electors,238,86,52,3,66,18,2,3,2,0,1,1,0,1,0,1
Scott Ward 9 Dist 2,367,Presidential Electors,293,116,68,3,80,22,0,3,0,0,0,0,0,0,0,0
Sewickley Ward 1,972,Presidential Electors,783,301,183,4,202,60,2,3,1,0,7,2,0,10,3,0
Sewickley Ward 2 Dist 1,533,Presidential Electors,403,121,105,5,113,46,5,0,1,0,0,2,0,3,0,0
Sewickley Ward 2 Dist 2,595,Presidential Electors,473,151,129,2,148,35,1,1,0,0,1,1,0,1,1,0
Sewickley Ward 3,1061,Presidential Electors,848,318,192,11,232,76,3,3,4,0,1,1,0,4,1,0
Sewickley Hts,790,Presidential Electors,635,169,116,1,239,92,3,1,1,0,3,0,0,3,3,0
Sewickley Hills,578,Presidential Electors,467,161,79,3,179,39,0,2,0,1,1,0,0,1,0,0
Shaler Ward 1 Dist 1,532,Presidential Electors,461,144,94,1,189,25,2,1,0,0,2,1,0,1,0,0
Shaler Ward 1 Dist 2,532,Presidential Electors,447,142,85,0,186,28,2,0,1,0,0,0,0,2,0,0
Shaler Ward 1 Dist 3,575,Presidential Electors,470,126,84,2,219,28,2,1,0,0,2,0,0,2,0,0
Shaler Ward 1 Dist 4,614,Presidential Electors,548,179,113,2,204,42,1,1,1,0,0,2,0,0,0,2
Shaler Ward 1 Dist 5,639,Presidential Electors,529,202,89,2,168,49,3,3,0,0,4,0,0,2,2,0
Shaler Ward 2 Dist 1,1049,Presidential Electors,910,242,190,3,391,75,2,1,2,0,0,0,0,3,0,0
Shaler Ward 2 Dist 2,778,Presidential Electors,673,189,112,3,278,76,1,1,1,0,4,2,0,1,1,0
Shaler Ward 2 Dist 3,619,Presidential Electors,523,195,78,3,201,35,6,0,0,0,3,0,0,2,0,0
Shaler Ward 2 Dist 4,784,Presidential Electors,694,242,133,1,258,47,2,0,3,0,5,2,0,0,1,0
Shaler Ward 2 Dist 5,363,Presidential Electors,318,99,71,1,119,20,2,1,1,0,1,0,0,2,0,0
Shaler Ward 3 Dist 1,603,Presidential Electors,521,149,128,1,185,48,1,0,0,0,2,0,0,1,2,0
Shaler Ward 3 Dist 2,607,Presidential Electors,526,166,103,2,203,40,2,5,0,0,1,0,0,2,0,0
Shaler Ward 3 Dist 3,579,Presidential Electors,514,138,96,1,223,48,4,0,0,0,1,0,0,1,1,0
Shaler Ward 3 Dist 4,719,Presidential Electors,635,196,123,2,248,56,3,2,1,0,1,0,0,3,0,0
Shaler Ward 3 Dist 5,660,Presidential Electors,569,135,104,3,260,56,1,1,0,0,3,1,0,1,2,0
Shaler Ward 4 Dist 1,869,Presidential Electors,753,233,131,4,315,52,2,1,0,0,6,2,0,2,0,0
Shaler Ward 4 Dist 2,456,Presidential Electors,374,133,62,0,142,26,3,1,0,0,2,2,0,0,0,0
Shaler Ward 4 Dist 3,631,Presidential Electors,545,173,106,1,201,53,1,1,1,0,2,1,0,3,0,0
Shaler Ward 4 Dist 4,660,Presidential Electors,571,150,122,1,240,53,2,0,1,0,2,0,0,0,0,0
Shaler Ward 4 Dist 5,520,Presidential Electors,441,148,86,0,168,31,0,0,0,0,3,1,0,1,0,0
Shaler Ward 5 Dist 1,760,Presidential Electors,665,189,110,2,266,76,3,3,1,0,6,2,0,4,0,0
Shaler Ward 5 Dist 2,665,Presidential Electors,602,205,100,2,245,31,4,3,1,0,2,1,0,6,1,0
Shaler Ward 5 Dist 3,544,Presidential Electors,491,137,114,1,180,47,2,1,2,0,4,1,0,0,1,0
Shaler Ward 5 Dist 4,363,Presidential Electors,321,106,43,0,130,33,0,1,2,0,0,1,0,2,0,0
Shaler Ward 5 Dist 5,776,Presidential Electors,664,201,118,1,258,76,2,0,1,0,1,1,0,3,0,0
Shaler Ward 6 Dist 1,620,Presidential Electors,556,159,102,2,248,42,2,0,0,0,0,0,0,0,0,0
Shaler Ward 6 Dist 2,735,Presidential Electors,622,176,97,5,275,50,6,2,3,0,3,0,0,3,1,0
Shaler Ward 6 Dist 3,582,Presidential Electors,519,146,106,0,210,45,0,4,0,0,3,1,0,2,0,0
Shaler Ward 6 Dist 4,335,Presidential Electors,295,85,63,1,112,28,3,0,1,0,0,0,0,0,0,0
Shaler Ward 6 Dist 5,555,Presidential Electors,487,167,110,0,152,51,2,1,1,0,1,0,0,0,1,0
Shaler Ward 7 Dist 1,596,Presidential Electors,508,173,112,3,175,29,3,2,0,0,4,2,0,2,1,0
Shaler Ward 7 Dist 2,782,Presidential Electors,652,219,116,2,241,57,1,3,0,0,6,2,0,4,0,0
Shaler Ward 7 Dist 3,640,Presidential Electors,513,155,89,4,209,41,3,3,0,0,4,1,1,2,0,0
Shaler Ward 7 Dist 4,1025,Presidential Electors,863,240,171,5,359,78,2,2,0,0,1,1,0,2,1,0
Sharpsburg Dist 1,619,Presidential Electors,421,184,73,6,126,18,3,6,0,0,2,1,0,2,0,0
Sharpsburg Dist 2,850,Presidential Electors,593,296,83,4,164,36,6,3,0,0,0,0,0,1,0,0
Sharpsburg Dist 3,843,Presidential Electors,654,256,97,8,233,46,2,2,4,0,2,0,0,1,0,0
S Fayette Dist 1,582,Presidential Electors,512,132,114,0,203,54,1,1,0,0,3,0,0,2,1,0
S Fayette Dist 2,1157,Presidential Electors,989,256,160,3,447,94,6,6,2,0,1,1,0,4,2,0
S Fayette Dist 3,2001,Presidential Electors,1698,464,352,10,652,186,6,9,4,0,4,0,0,3,0,0
S Fayette Dist 4,875,Presidential Electors,731,199,147,4,282,83,6,1,0,0,1,2,0,2,2,0
S Fayette Dist 5,1074,Presidential Electors,910,273,132,4,406,78,4,2,0,0,4,2,0,2,0,0
S Fayette Dist 6,1289,Presidential Electors,1038,327,186,8,414,79,6,4,2,0,4,0,0,7,0,0
S Fayette Dist 7,734,Presidential Electors,601,143,118,1,254,70,3,3,1,1,3,2,0,0,1,0
S Fayette Dist 8,1603,Presidential Electors,1384,401,317,4,454,180,8,0,1,0,2,4,0,6,1,0
S Fayette Dist 9,708,Presidential Electors,515,143,113,1,192,51,6,1,0,0,2,1,0,2,1,0
S Fayette Dist 10,740,Presidential Electors,600,177,99,6,245,55,2,5,0,0,3,3,0,2,0,0
S Fayette Dist 11,1140,Presidential Electors,935,249,159,7,413,87,10,1,1,0,1,1,0,1,1,0
S Fayette Dist 12,1051,Presidential Electors,875,208,212,8,323,105,10,1,1,0,2,0,0,1,2,0
South Park Dist 1,775,Presidential Electors,659,128,111,2,293,103,6,1,1,0,7,1,1,3,1,0
South Park Dist 2,777,Presidential Electors,639,184,122,2,258,61,2,1,0,0,2,0,1,4,0,0
South Park Dist 3,714,Presidential Electors,618,164,92,4,289,53,3,2,0,0,2,0,0,3,1,0
South Park Dist 4,918,Presidential Electors,743,250,131,8,282,61,6,1,0,0,2,1,0,1,0,0
South Park Dist 5,747,Presidential Electors,644,206,91,2,290,44,1,3,0,0,2,0,0,4,0,0
South Park Dist 6,924,Presidential Electors,734,219,132,2,292,71,2,2,0,0,5,1,0,2,1,0
South Park Dist 7,1100,Presidential Electors,915,213,237,4,346,105,3,0,0,0,3,0,0,1,2,1
South Park Dist 8,527,Presidential Electors,470,132,98,1,194,35,1,3,0,0,1,0,0,1,1,0
South Park Dist 9,853,Presidential Electors,697,165,161,4,247,109,3,0,1,0,2,1,0,3,1,0
South Park Dist 10,897,Presidential Electors,765,182,135,5,349,80,3,1,3,0,3,0,0,1,0,0
South Park Dist 11,598,Presidential Electors,465,124,63,3,216,48,2,0,0,0,5,0,0,1,1,0
South Park Dist 12,601,Presidential Electors,516,133,107,0,223,43,5,2,0,0,2,0,0,1,0,0
South Park Dist 13,1177,Presidential Electors,1015,206,190,7,432,159,6,1,0,0,4,1,0,2,1,0
S Versailles,222,Presidential Electors,191,32,21,0,129,8,0,0,0,0,1,0,0,0,0,0
Springdale Br Dist 1,690,Presidential Electors,535,165,96,7,221,39,2,1,0,0,1,2,0,1,0,0
Springdale Br Dist 2,599,Presidential Electors,513,135,77,0,247,40,3,1,0,0,4,0,0,5,1,0
Springdale Br Dist 3,577,Presidential Electors,450,138,69,6,199,31,2,0,0,0,2,0,0,1,1,0
Springdale Br Dist 4,473,Presidential Electors,368,110,59,2,169,23,4,0,1,0,0,0,0,0,0,0
Springdale Twp,1187,Presidential Electors,993,228,181,6,439,116,12,1,1,0,2,2,0,1,1,0
Stowe Ward 1,454,Presidential Electors,268,118,47,4,79,13,3,1,0,0,0,0,0,3,0,0
Stowe Ward 2 Dist 1,188,Presidential Electors,94,36,13,2,33,6,2,0,0,0,1,0,0,0,0,0
Stowe Ward 2 Dist 2,688,Presidential Electors,453,177,87,11,141,28,1,1,3,0,1,0,0,2,0,0
Stowe Ward 3,359,Presidential Electors,221,65,31,4,98,17,2,1,1,0,1,0,0,0,0,0
Stowe Ward 4 Dist 1,330,Presidential Electors,238,77,46,3,78,27,4,1,0,0,0,1,0,0,0,0
Stowe Ward 4 Dist 2,360,Presidential Electors,306,65,70,0,126,40,1,0,1,0,0,0,0,1,1,0
Stowe Ward 5,443,Presidential Electors,259,87,58,2,90,17,2,0,1,0,1,0,0,0,0,0
Stowe Ward 6,478,Presidential Electors,281,137,60,7,61,8,2,1,0,0,2,1,0,0,1,0
Stowe Ward 7,293,Presidential Electors,139,76,16,2,36,6,0,1,0,0,1,0,0,1,0,0
Stowe Ward 8,397,Presidential Electors,169,83,12,0,67,4,1,0,0,0,1,1,0,0,0,0
Stowe Ward 9,299,Presidential Electors,138,69,24,3,30,10,2,0,0,0,0,0,0,0,0,0
Swissvale Dist 1,849,Presidential Electors,526,262,150,12,74,15,2,4,1,0,1,0,0,3,0,0
Swissvale Dist 2,744,Presidential Electors,488,282,116,7,47,21,1,5,5,0,1,0,0,0,0,0
Swissvale Dist 3,687,Presidential Electors,461,251,145,5,41,8,0,0,1,0,3,1,0,3,0,0
Swissvale Dist 4,619,Presidential Electors,446,212,127,8,66,17,4,5,1,0,3,1,0,1,0,0
Swissvale Dist 5,736,Presidential Electors,567,265,190,4,74,25,1,1,1,0,2,0,0,1,1,0
Swissvale Dist 6,404,Presidential Electors,242,149,53,6,22,4,1,3,1,1,0,0,0,0,1,0
Swissvale Dist 7,675,Presidential Electors,527,264,156,10,67,19,2,3,3,0,0,0,0,1,2,0
Swissvale Dist 8,710,Presidential Electors,514,279,137,1,58,23,1,2,2,0,0,1,0,5,2,0
Swissvale Dist 9,670,Presidential Electors,497,275,132,8,57,9,2,4,1,0,3,0,0,4,0,0
Swissvale Dist 10,240,Presidential Electors,146,99,27,1,14,1,0,2,1,1,0,0,0,0,0,0
Swissvale Dist 11,678,Presidential Electors,550,300,185,3,44,13,0,1,0,0,1,0,0,2,0,0
Tarentum Ward 1 Dist 1,687,Presidential Electors,460,154,55,0,224,18,4,1,0,0,3,0,0,1,0,0
Tarentum Ward 1 Dist 2,470,Presidential Electors,378,112,55,3,164,33,0,2,0,0,3,0,0,3,1,0
Tarentum Ward 2,558,Presidential Electors,367,100,69,0,155,32,5,0,0,0,1,1,0,0,0,0
Tarentum Ward 3 Dist 1,278,Presidential Electors,186,59,20,2,92,13,0,0,0,0,0,0,0,0,0,0
Tarentum Ward 3 Dist 2,593,Presidential Electors,409,104,44,2,215,34,3,2,0,0,4,0,0,1,0,0
Thornburg,407,Presidential Electors,355,158,52,3,116,19,1,1,1,0,2,0,0,0,0,0
Pennsbury Vill,569,Presidential Electors,478,190,79,2,179,23,3,0,0,0,1,0,0,0,0,0
Trafford,55,Presidential Electors,40,15,6,0,17,1,1,0,0,0,0,0,0,0,0,0
Turtle Creek Ward 1 Dist 1,841,Presidential Electors,630,213,119,10,233,49,2,1,0,0,0,1,0,0,1,0
Turtle Creek Ward 1 Dist 2,415,Presidential Electors,263,121,43,3,76,18,1,0,0,0,0,0,0,0,1,0
Turtle Creek Ward 2 Dist 1,704,Presidential Electors,424,201,81,8,112,15,2,1,0,0,0,0,0,2,0,0
Turtle Creek Ward 2 Dist 2,316,Presidential Electors,197,91,28,11,44,21,2,0,0,0,0,0,0,0,0,0
Turtle Creek Ward 3 Dist 1,553,Presidential Electors,335,157,49,3,94,23,3,0,0,0,2,1,0,1,1,0
Turtle Creek Ward 3 Dist 2,453,Presidential Electors,324,107,61,7,114,28,4,0,0,0,0,0,0,0,0,0
Up St Clair Ward 1 Dist 1,501,Presidential Electors,418,144,88,3,134,44,0,0,2,0,1,0,0,0,0,0
Up St Clair Ward 1 Dist 2,822,Presidential Electors,697,206,182,1,228,61,1,2,3,1,4,0,0,4,2,0
Up St Clair Ward 1 Dist 3,1194,Presidential Electors,1022,313,224,6,337,116,6,4,1,1,2,0,0,3,4,0
Up St Clair Ward 1 Dist 4,810,Presidential Electors,666,231,175,4,170,70,0,7,2,0,0,2,0,0,2,0
Up St Clair Ward 2 Dist 1,988,Presidential Electors,811,257,184,3,268,87,1,1,1,0,1,3,0,0,0,0
Up St Clair Ward 2 Dist 2,711,Presidential Electors,588,188,105,4,191,92,2,1,0,0,2,0,0,0,1,0
Up St Clair Ward 2 Dist 3,1082,Presidential Electors,907,292,204,9,283,103,3,1,0,0,4,0,0,4,1,0
Up St Clair Ward 2 Dist 4,545,Presidential Electors,464,160,100,2,151,36,2,1,6,0,1,0,0,2,0,0
Up St Clair Ward 3 Dist 1,1040,Presidential Electors,845,281,200,4,255,86,4,2,1,0,4,0,0,2,2,0
Up St Clair Ward 3 Dist 2,860,Presidential Electors,751,218,159,5,277,73,4,2,2,0,5,0,0,2,1,0
Up St Clair Ward 3 Dist 3,1432,Presidential Electors,1190,315,255,4,406,188,3,0,2,0,1,1,0,8,2,0
Up St Clair Ward 4 Dist 1,1024,Presidential Electors,870,272,204,3,297,81,1,1,0,0,4,0,0,0,2,0
Up St Clair Ward 4 Dist 2,594,Presidential Electors,484,138,98,7,180,48,5,0,1,0,2,0,0,1,1,0
Up St Clair Ward 4 Dist 3,649,Presidential Electors,549,164,130,2,190,54,1,0,0,0,1,1,0,2,3,0
Up St Clair Ward 4 Dist 4,1120,Presidential Electors,881,210,250,6,254,134,3,2,0,0,2,1,0,5,4,0
Up St Clair Ward 5 Dist 1,1149,Presidential Electors,957,263,207,2,372,95,3,1,1,1,0,1,2,4,2,0
Up St Clair Ward 5 Dist 2,1193,Presidential Electors,1032,294,227,3,374,109,1,6,1,0,9,1,0,5,1,0
Up St Clair Ward 5 Dist 3,921,Presidential Electors,793,253,192,5,246,73,3,4,0,0,1,1,0,8,3,0
Verona Dist 1,516,Presidential Electors,359,160,52,6,115,16,5,1,0,0,1,0,0,1,1,0
Verona Dist 2,571,Presidential Electors,450,188,71,2,156,26,2,1,0,0,1,1,0,2,0,0
Verona Dist 3,613,Presidential Electors,480,187,69,3,185,28,4,0,0,0,1,0,0,1,1,0
Versailles Dist 1,517,Presidential Electors,359,116,58,5,153,21,3,0,0,0,0,1,0,2,0,0
Versailles Dist 2,468,Presidential Electors,325,101,73,7,117,19,2,0,0,0,4,0,0,2,0,0
Wall,324,Presidential Electors,206,56,38,0,93,12,0,1,0,0,3,0,0,3,0,0
West Deer Dist 1,1669,Presidential Electors,1436,288,242,1,729,154,2,1,1,0,3,2,0,7,3,0
West Deer Dist 2,653,Presidential Electors,549,118,56,3,323,33,8,1,1,0,3,0,0,1,0,0
West Deer Dist 3,840,Presidential Electors,684,114,104,0,376,80,0,0,0,0,3,0,0,2,0,0
West Deer Dist 4,833,Presidential Electors,741,149,178,1,313,91,2,0,1,0,1,0,0,2,1,0
West Deer Dist 5,914,Presidential Electors,761,156,83,1,442,67,5,1,0,0,2,0,0,3,0,0
West Deer Dist 6,802,Presidential Electors,683,160,89,6,359,57,6,2,0,0,2,0,0,0,1,0
West Deer Dist 7,1846,Presidential Electors,1623,244,383,8,691,260,11,2,1,0,7,3,0,4,2,0
West Deer Dist 8,1589,Presidential Electors,1417,262,364,8,534,222,13,1,2,0,2,0,0,1,2,0
W Elizabeth,249,Presidential Electors,189,47,17,3,112,6,2,1,0,0,0,0,0,0,0,1
W Homestead Dist 1,424,Presidential Electors,247,131,44,12,38,11,3,0,0,0,3,2,0,2,0,0
W Homestead Dist 2,465,Presidential Electors,407,112,58,3,190,38,2,0,0,0,3,1,0,0,0,0
W Homestead Dist 3,523,Presidential Electors,448,128,71,0,187,57,0,1,1,0,1,1,0,1,0,0
West Mifflin Dist 1,699,Presidential Electors,561,162,107,2,241,38,1,0,1,0,3,1,0,2,0,0
West Mifflin Dist 2,478,Presidential Electors,357,178,85,6,65,21,0,0,0,0,0,0,0,0,0,0
West Mifflin Dist 3,481,Presidential Electors,380,143,67,0,127,24,5,1,0,0,6,2,0,3,0,0
West Mifflin Dist 4,396,Presidential Electors,105,70,20,1,13,1,0,0,0,0,0,0,0,0,0,0
West Mifflin Dist 5,829,Presidential Electors,707,242,103,3,290,63,0,1,0,0,2,0,0,1,0,0
West Mifflin Dist 6,336,Presidential Electors,270,67,51,1,122,20,4,1,0,0,3,0,0,1,0,0
West Mifflin Dist 7,752,Presidential Electors,595,184,91,4,268,34,6,1,1,0,0,2,0,2,0,0
West Mifflin Dist 8,579,Presidential Electors,418,208,78,8,95,23,1,1,0,0,2,0,0,1,0,0
West Mifflin Dist 9,786,Presidential Electors,620,210,139,2,206,52,3,2,0,0,1,1,0,2,0,1
West Mifflin Dist 10,520,Presidential Electors,418,115,78,4,178,36,2,3,0,0,1,0,0,0,0,0
West Mifflin Dist 11,788,Presidential Electors,607,165,104,7,272,43,4,3,2,0,1,0,0,4,1,0
West Mifflin Dist 12,1025,Presidential Electors,757,215,145,5,323,56,6,2,0,0,1,0,0,2,1,0
West Mifflin Dist 13,543,Presidential Electors,397,121,80,2,155,31,3,0,0,0,3,1,0,0,1,0
West Mifflin Dist 14,933,Presidential Electors,802,222,141,7,349,72,3,2,0,0,3,1,0,0,1,0
West Mifflin Dist 15,596,Presidential Electors,485,170,88,4,168,42,2,5,1,0,1,0,0,3,0,0
West Mifflin Dist 16,1160,Presidential Electors,1005,213,257,4,392,122,3,2,0,0,2,2,1,4,0,0
West Mifflin Dist 17,575,Presidential Electors,473,127,85,0,203,51,1,3,0,0,2,0,0,0,1,0
West Mifflin Dist 18,859,Presidential Electors,715,213,152,2,276,56,5,1,0,0,3,0,0,3,0,0
West Mifflin Dist 19,656,Presidential Electors,552,136,83,1,275,48,2,1,1,0,3,1,0,0,1,0
West Mifflin Dist 20,477,Presidential Electors,412,111,91,0,163,39,2,1,0,0,2,0,0,1,1,0
West Mifflin Dist 21,713,Presidential Electors,562,146,140,9,206,48,6,0,2,0,4,0,0,1,0,0
West View Dist 1,679,Presidential Electors,552,192,102,7,200,40,2,3,1,0,3,1,0,1,0,0
West View Dist 2,758,Presidential Electors,576,205,98,2,221,38,3,3,0,0,4,0,0,1,0,0
West View Dist 3,579,Presidential Electors,458,156,77,2,170,47,2,1,0,0,1,0,0,2,0,0
West View Dist 4,600,Presidential Electors,500,162,94,8,191,28,8,2,0,0,2,0,0,2,0,0
West View Dist 5,796,Presidential Electors,665,218,149,8,228,46,5,3,0,0,1,2,0,1,0,0
West View Dist 6,726,Presidential Electors,619,232,118,3,216,36,2,4,0,0,4,1,0,0,2,0
West View Dist 7,620,Presidential Electors,532,192,133,4,149,44,1,1,1,0,3,1,0,2,0,0
Whitaker Dist 1,455,Presidential Electors,327,138,42,1,131,9,1,1,1,0,1,0,0,0,0,0
Whitaker Dist 2,347,Presidential Electors,250,79,48,6,101,13,1,0,1,0,0,0,0,0,0,0
Whitehall Dist 1,568,Presidential Electors,489,135,108,1,175,57,3,1,0,0,5,1,0,1,0,0
